4500012282,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005124,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500012046,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005108,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500011909,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500011705,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005039,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500011522,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005038,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500011377,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005037,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500011270,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005036,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500011166,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010989,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010794,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005035,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010646,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005034,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010542,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005012,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010400,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500005011,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010238,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004999,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500010012,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004919,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009919,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004895,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009722,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004882,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009665,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004870,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004856,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009664,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004851,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",3,"Not Sent Yet",0,1,0,"0","","","","",0,0
4500009663,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004850,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",3,"Not Sent Yet",0,1,0,"0","","","","",0,0
4500009662,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004820,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009661,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004807,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009660,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004794,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009659,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004781,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009658,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004765,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009611,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004753,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009356,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004724,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500009344,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004691,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500007490,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004669,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500007478,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004413,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500007463,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004412,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500007342,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500004411,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF04","USSU-VSF04","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
4500007204,"F","NB","Standard PO","1710","Company Code 1710","USSU-VSF07","VF Vendor 07","USD",5,"Follow-On Documents",0,1,0,"0","","","","",0,0
