"4500031803","2017-04-29","ZCM","38\,382",10,"MZ-FG-M525",71,"PC","0.00","USD","0"
"4500031861","2017-04-29","ZCM","38\,384",10,"MZ-FG-M525",35,"PC","0.00","USD","0"
"4500032876","2017-04-30","ZCM","38\,422",10,"MZ-TG-Y200",185,"PC","0.00","USD","0"
"4500031921","2017-04-30","ZCM","38\,423",10,"MZ-FG-M525",127,"PC","0.00","USD","0"
"4500032846","2017-04-30","ZCM","38\,439",10,"MZ-TG-Y200",80,"PC","0.00","USD","0"
"4500032906","2017-04-30","ZCM","38\,440",10,"MZ-TG-Y200",58,"PC","0.00","USD","0"
"4500032817","2017-04-30","ZCM","38\,444",10,"MZ-TG-Y200",186,"PC","0.00","USD","0"
"4500031862","2017-04-30","ZCM","38\,446",10,"MZ-FG-M525",36,"PC","0.00","USD","0"
"4500031804","2017-04-30","ZCM","38\,447",10,"MZ-FG-M525",122,"PC","0.00","USD","0"
"4500033879","2017-05-02","ZCM","38\,559",10,"MZ-FG-M525",144,"PC","0.00","USD","0"
"4500034860","2017-05-02","ZCM","38\,562",10,"MZ-TG-Y200",124,"PC","0.00","USD","0"
"4500034890","2017-05-02","ZCM","38\,578",10,"MZ-TG-Y200",63,"PC","0.00","USD","0"
"4500034800","2017-05-02","ZCM","38\,581",10,"MZ-TG-Y200",373,"PC","0.00","USD","0"
"4500033818","2017-05-02","ZCM","38\,583",10,"MZ-FG-M525",71,"PC","0.00","USD","0"
"4500033756","2017-05-02","ZCM","38\,584",10,"MZ-FG-M525",59,"PC","0.00","USD","0"
"4500034831","2017-05-03","ZCM","38\,633",10,"MZ-TG-Y200",40,"PC","0.00","USD","0"
"4500033880","2017-05-03","ZCM","38\,634",10,"MZ-FG-M525",97,"PC","0.00","USD","0"
"4500034801","2017-05-03","ZCM","38\,650",10,"MZ-TG-Y200",58,"PC","0.00","USD","0"
"4500033726","2017-05-03","ZCM","38\,656",10,"MZ-FG-M525",40,"PC","0.00","USD","0"
"4500033788","2017-05-03","ZCM","38\,657",10,"MZ-FG-M525",25,"PC","0.00","USD","0"
"4500033757","2017-05-03","ZCM","38\,659",10,"MZ-FG-M525",74,"PC","0.00","USD","0"
"4500034832","2017-05-04","ZCM","38\,703",10,"MZ-TG-Y200",62,"PC","0.00","USD","0"
"4500033758","2017-05-04","ZCM","38\,705",10,"MZ-FG-M525",81,"PC","0.00","USD","0"
"4500034802","2017-05-04","ZCM","38\,723",10,"MZ-TG-Y200",184,"PC","0.00","USD","0"
"4500033789","2017-05-04","ZCM","38\,728",10,"MZ-FG-M525",36,"PC","0.00","USD","0"
"4500033820","2017-05-04","ZCM","38\,729",10,"MZ-FG-M525",25,"PC","0.00","USD","0"
"4500033881","2017-05-04","ZCM","38\,730",10,"MZ-FG-M525",25,"PC","0.00","USD","0"
"4500033727","2017-05-04","ZCM","38\,731",10,"MZ-FG-M525",38,"PC","0.00","USD","0"
"4500034863","2017-05-05","ZCM","38\,776",10,"MZ-TG-Y200",76,"PC","0.00","USD","0"
"4500033882","2017-05-05","ZCM","38\,777",10,"MZ-FG-M525",56,"PC","0.00","USD","0"
"4500034803","2017-05-05","ZCM","38\,799",10,"MZ-TG-Y200",258,"PC","0.00","USD","0"
"4500033821","2017-05-05","ZCM","38\,801",10,"MZ-FG-M525",78,"PC","0.00","USD","0"
"4500033790","2017-05-05","ZCM","38\,802",10,"MZ-FG-M525",50,"PC","0.00","USD","0"
"4500034864","2017-05-06","ZCM","38\,835",10,"MZ-TG-Y200",124,"PC","0.00","USD","0"
"4500033883","2017-05-06","ZCM","38\,836",10,"MZ-FG-M525",113,"PC","0.00","USD","0"
"4500034804","2017-05-06","ZCM","38\,851",10,"MZ-TG-Y200",116,"PC","0.00","USD","0"
"4500033791","2017-05-06","ZCM","38\,859",10,"MZ-FG-M525",27,"PC","0.00","USD","0"
"4500033822","2017-05-06","ZCM","38\,860",10,"MZ-FG-M525",60,"PC","0.00","USD","0"
"4500034865","2017-05-07","ZCM","38\,898",10,"MZ-TG-Y200",146,"PC","0.00","USD","0"
