"2017-07-15","OR",4500037226,"1710","10","0","2017-07-15","MZ-FG-R300",8,"USCU_S01","USCU_S01"
"2017-07-17","OR",4500037227,"1710","10","0","2017-07-17","MZ-FG-R300",7,"USCU_S05","USCU_S05"
"2017-07-18","OR",4500037228,"1710","10","0","2017-07-18","MZ-FG-R300",7,"USCU_S01","USCU_S01"
"2017-07-19","OR",4500037229,"1710","10","0","2017-07-19","MZ-FG-R300",6,"USCU_S03","USCU_S03"
"2017-07-20","OR",4500037230,"1710","10","0","2017-07-20","MZ-FG-R300",6,"USCU_S04","USCU_S04"
"2017-07-21","OR",4500037231,"1710","10","0","2017-07-21","MZ-FG-R300",7,"USCU_S03","USCU_S03"
"2017-07-22","OR",4500037232,"1710","10","0","2017-07-22","MZ-FG-R300",3,"USCU_S04","USCU_S04"
"2017-07-23","OR",4500037233,"1710","10","0","2017-07-23","MZ-FG-R300",8,"USCU_S04","USCU_S04"
"2017-07-24","OR",4500037234,"1710","10","0","2017-07-24","MZ-FG-R300",8,"USCU_S02","USCU_S02"
"2017-07-25","OR",4500037235,"1710","10","0","2017-07-25","MZ-FG-R300",7,"USCU_S01","USCU_S01"
"2017-07-26","OR",4500037236,"1710","10","0","2017-07-26","MZ-FG-R300",8,"USCU_S05","USCU_S05"
"2017-07-27","OR",4500037237,"1710","10","0","2017-07-27","MZ-FG-R300",2,"USCU_S02","USCU_S02"
"2017-07-28","OR",4500037238,"1710","10","0","2017-07-28","MZ-FG-R300",4,"USCU_S03","USCU_S03"
"2017-07-29","OR",4500037239,"1710","10","0","2017-07-29","MZ-FG-R300",6,"USCU_S02","USCU_S02"
"2017-07-30","OR",4500037240,"1710","10","0","2017-07-30","MZ-FG-R300",5,"USCU_S01","USCU_S01"
"2017-07-31","OR",4500037241,"1710","10","0","2017-07-31","MZ-FG-R300",6,"USCU_S01","USCU_S01"
"2017-07-01","OR",4500037242,"1710","10","0","2017-07-01","MZ-FG-R300",14,"USCU_L07","USCU_L07"
"2017-07-02","OR",4500037243,"1710","10","0","2017-07-02","MZ-FG-R300",1,"USCU_L07","USCU_L07"
"2017-07-04","OR",4500037244,"1710","10","0","2017-07-04","MZ-FG-R300",1,"USCU_L06","USCU_L06"
"2017-07-05","OR",4500037245,"1710","10","0","2017-07-05","MZ-FG-R300",2,"USCU_L07","USCU_L07"
"2017-07-06","OR",4500037246,"1710","10","0","2017-07-06","MZ-FG-R300",2,"USCU_L04","USCU_L04"
"2017-07-07","OR",4500037247,"1710","10","0","2017-07-07","MZ-FG-R300",1,"USCU_L08","USCU_L08"
"2017-07-08","OR",4500037248,"1710","10","0","2017-07-08","MZ-FG-R300",1,"USCU_L06","USCU_L06"
"2017-07-09","OR",4500037249,"1710","10","0","2017-07-09","MZ-FG-R300",2,"USCU_L08","USCU_L08"
"2017-07-10","OR",4500037250,"1710","10","0","2017-07-10","MZ-FG-R300",2,"USCU_L08","USCU_L08"
"2017-07-11","OR",4500037251,"1710","10","0","2017-07-11","MZ-FG-R300",1,"USCU_L07","USCU_L07"
"2017-07-14","OR",4500037252,"1710","10","0","2017-07-14","MZ-FG-R300",1,"USCU_L05","USCU_L05"
"2017-07-16","OR",4500037253,"1710","10","0","2017-07-16","MZ-FG-R300",1,"USCU_L08","USCU_L08"
"2017-07-19","OR",4500037254,"1710","10","0","2017-07-19","MZ-FG-R300",1,"USCU_L07","USCU_L07"
"2017-07-20","OR",4500037255,"1710","10","0","2017-07-20","MZ-FG-R300",1,"USCU_L06","USCU_L06"
"2017-07-28","OR",4500037256,"1710","10","0","2017-07-28","MZ-FG-R300",2,"USCU_L04","USCU_L04"
"2017-07-29","OR",4500037257,"1710","10","0","2017-07-29","MZ-FG-R300",1,"USCU_L08","USCU_L08"
"2017-07-30","OR",4500037258,"1710","10","0","2017-07-30","MZ-FG-R300",2,"USCU_L05","USCU_L05"
"2017-07-31","OR",4500037259,"1710","10","0","2017-07-31","MZ-FG-R300",1,"USCU_L05","USCU_L05"
"2017-07-01","OR",4500037260,"1710","10","0","2017-07-01","MZ-FG-R300",16,"USCU_S12","USCU_S12"
"2017-07-02","OR",4500037261,"1710","10","0","2017-07-02","MZ-FG-R300",32,"USCU_S13","USCU_S13"
"2017-07-03","OR",4500037262,"1710","10","0","2017-07-03","MZ-FG-R300",31,"USCU_S13","USCU_S13"
"2017-07-04","OR",4500037263,"1710","10","0","2017-07-04","MZ-FG-R300",25,"USCU_S09","USCU_S09"
"2017-07-05","OR",4500037264,"1710","10","0","2017-07-05","MZ-FG-R300",26,"USCU_S07","USCU_S07"
"2017-07-06","OR",4500037265,"1710","10","0","2017-07-06","MZ-FG-R300",12,"USCU_S13","USCU_S13"
"2017-07-07","OR",4500037266,"1710","10","0","2017-07-07","MZ-FG-R300",20,"USCU_S09","USCU_S09"
"2017-07-08","OR",4500037267,"1710","10","0","2017-07-08","MZ-FG-R300",30,"USCU_S08","USCU_S08"
"2017-07-09","OR",4500037268,"1710","10","0","2017-07-09","MZ-FG-R300",3,"USCU_S09","USCU_S09"
"2017-07-10","OR",4500037269,"1710","10","0","2017-07-10","MZ-FG-R300",23,"USCU_S11","USCU_S11"
"2017-07-11","OR",4500037270,"1710","10","0","2017-07-11","MZ-FG-R300",13,"USCU_S07","USCU_S07"
"2017-07-12","OR",4500037271,"1710","10","0","2017-07-12","MZ-FG-R300",32,"USCU_S13","USCU_S13"
"2017-07-13","OR",4500037272,"1710","10","0","2017-07-13","MZ-FG-R300",11,"USCU_S11","USCU_S11"
"2017-07-14","OR",4500037273,"1710","10","0","2017-07-14","MZ-FG-R300",12,"USCU_S13","USCU_S13"
"2017-07-15","OR",4500037274,"1710","10","0","2017-07-15","MZ-FG-R300",33,"USCU_S12","USCU_S12"
"2017-07-16","OR",4500037275,"1710","10","0","2017-07-16","MZ-FG-R300",15,"USCU_S11","USCU_S11"
"2017-07-17","OR",4500037276,"1710","10","0","2017-07-17","MZ-FG-R300",14,"USCU_S10","USCU_S10"
"2017-07-18","OR",4500037277,"1710","10","0","2017-07-18","MZ-FG-R300",3,"USCU_S12","USCU_S12"
"2017-07-19","OR",4500037278,"1710","10","0","2017-07-19","MZ-FG-R300",16,"USCU_S13","USCU_S13"
"2017-07-20","OR",4500037279,"1710","10","0","2017-07-20","MZ-FG-R300",26,"USCU_S13","USCU_S13"
"2017-07-21","OR",4500037280,"1710","10","0","2017-07-21","MZ-FG-R300",32,"USCU_S10","USCU_S10"
"2017-07-22","OR",4500037281,"1710","10","0","2017-07-22","MZ-FG-R300",21,"USCU_S10","USCU_S10"
"2017-07-23","OR",4500037282,"1710","10","0","2017-07-23","MZ-FG-R300",9,"USCU_S07","USCU_S07"
"2017-07-24","OR",4500037283,"1710","10","0","2017-07-24","MZ-FG-R300",27,"USCU_S09","USCU_S09"
"2017-07-25","OR",4500037284,"1710","10","0","2017-07-25","MZ-FG-R300",10,"USCU_S11","USCU_S11"
"2017-07-26","OR",4500037285,"1710","10","0","2017-07-26","MZ-FG-R300",29,"USCU_S12","USCU_S12"
"2017-07-27","OR",4500037286,"1710","10","0","2017-07-27","MZ-FG-R300",14,"USCU_S07","USCU_S07"
"2017-07-28","OR",4500037287,"1710","10","0","2017-07-28","MZ-FG-R300",4,"USCU_S09","USCU_S09"
"2017-07-29","OR",4500037288,"1710","10","0","2017-07-29","MZ-FG-R300",7,"USCU_S12","USCU_S12"
"2017-07-30","OR",4500037289,"1710","10","0","2017-07-30","MZ-FG-R300",28,"USCU_S13","USCU_S13"
"2017-07-31","OR",4500037290,"1710","10","0","2017-07-31","MZ-FG-R300",32,"USCU_S08","USCU_S08"
"2017-07-01","OR",4500037291,"1710","10","0","2017-07-01","MZ-FG-R300",17,"USCU_L10","USCU_L10"
"2017-07-02","OR",4500037292,"1710","10","0","2017-07-02","MZ-FG-R300",2,"USCU_L09","USCU_L09"
"2017-07-03","OR",4500037293,"1710","10","0","2017-07-03","MZ-FG-R300",2,"USCU_L10","USCU_L10"
"2017-07-04","OR",4500037294,"1710","10","0","2017-07-04","MZ-FG-R300",2,"USCU_L09","USCU_L09"
"2017-07-06","OR",4500037295,"1710","10","0","2017-07-06","MZ-FG-R300",1,"USCU_L10","USCU_L10"
"2017-07-07","OR",4500037296,"1710","10","0","2017-07-07","MZ-FG-R300",1,"USCU_L09","USCU_L09"
"2017-07-08","OR",4500037297,"1710","10","0","2017-07-08","MZ-FG-R300",2,"USCU_L10","USCU_L10"
"2017-07-09","OR",4500037298,"1710","10","0","2017-07-09","MZ-FG-R300",3,"USCU_L10","USCU_L10"
"2017-07-11","OR",4500037299,"1710","10","0","2017-07-11","MZ-FG-R300",1,"USCU_L10","USCU_L10"
"2017-07-12","OR",4500037300,"1710","10","0","2017-07-12","MZ-FG-R300",1,"USCU_L09","USCU_L09"
"2017-07-13","OR",4500037301,"1710","10","0","2017-07-13","MZ-FG-R300",3,"USCU_L10","USCU_L10"
"2017-07-14","OR",4500037302,"1710","10","0","2017-07-14","MZ-FG-R300",3,"USCU_L10","USCU_L10"
"2017-07-15","OR",4500037303,"1710","10","0","2017-07-15","MZ-FG-R300",1,"USCU_L09","USCU_L09"
"2017-07-18","OR",4500037304,"1710","10","0","2017-07-18","MZ-FG-R300",3,"USCU_L09","USCU_L09"
"2017-07-19","OR",4500037305,"1710","10","0","2017-07-19","MZ-FG-R300",1,"USCU_L09","USCU_L09"
"2017-07-20","OR",4500037306,"1710","10","0","2017-07-20","MZ-FG-R300",2,"USCU_L09","USCU_L09"
"2017-07-22","OR",4500037307,"1710","10","0","2017-07-22","MZ-FG-R300",1,"USCU_L09","USCU_L09"
"2017-07-23","OR",4500037308,"1710","10","0","2017-07-23","MZ-FG-R300",1,"USCU_L10","USCU_L10"
"2017-07-25","OR",4500037309,"1710","10","0","2017-07-25","MZ-FG-R300",3,"USCU_L09","USCU_L09"
"2017-07-26","OR",4500037310,"1710","10","0","2017-07-26","MZ-FG-R300",1,"USCU_L09","USCU_L09"
"2017-07-27","OR",4500037311,"1710","10","0","2017-07-27","MZ-FG-R300",2,"USCU_L09","USCU_L09"
"2017-07-30","OR",4500037312,"1710","10","0","2017-07-30","MZ-FG-R300",3,"USCU_L09","USCU_L09"
